durasi_manhour,nama_workcenter,nama_proses,nama_tipeproses,ukuran_kapasitas,nama_kategoriproduk,created_at,updated_at
0.5,BONGKAR,CONSERVATOR,CONSERVATOR,1250,REPAIR,,
1,BONGKAR,CABLE BOX,CABLE BOX HV,1250,REPAIR,,
1,BONGKAR,CABLE BOX,CABLE BOX LV,1250,REPAIR,,
1.5,BONGKAR,CABLE BOX,CABLE BOX HV-LV,1250,REPAIR,,
1.5,BONGKAR,RADIATOR PANEL,RADIATOR S/D 4 SUSUN,1250,REPAIR,,
3,BONGKAR,RADIATOR PANEL,RADIATOR S/D 8 SUSUN,1250,REPAIR,,
0.45,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING HV,1250,REPAIR,,
1,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING LV,1250,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,OIL LEVEL INDICATOR,1250,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,BUCHHOLZ RELAY,1250,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,PRESSURE RELIEF DEVICE,1250,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,WINDING THERMOMETER,1250,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,THERMOMETER,1250,REPAIR,,
2,BONGKAR,ACCESSORIES / PROTEKSI,OLTC,1250,REPAIR,,
1,BONGKAR,ACCESSORIES / PROTEKSI,MOTOR DRIVE,1250,REPAIR,,
0.75,BONGKAR,CORE,ANGKAT COIL YOKE CORE ATAS,1250,REPAIR,,
4,BONGKAR,CORE,ANGKAT COIL BONGKAR TOTAL,1250,REPAIR,,
0,BONGKAR,CORE,ANGKAT COIL WOUND,1250,REPAIR,,
4.5,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,1250,REPAIR,,
5,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,1250,REPAIR,,
14.8,COIL MAKING,COIL LV,SHEET KONDUKTOR (2 SECTION),1250,REPAIR,,
14.25,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,1250,REPAIR,,
15.8,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 2,1250,REPAIR,,
18,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 3,1250,REPAIR,,
21,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 4,1250,REPAIR,,
37.5,COIL MAKING,COIL LV,FLAT HELICAL,1250,REPAIR,,
71.25,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 1,1250,REPAIR,,
82.5,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 2,1250,REPAIR,,
93.75,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 3,1250,REPAIR,,
105,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 4,1250,REPAIR,,
0.75,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),1250,REPAIR,,
2.5,COIL MAKING,COIL LV,GROUNDSHIELD,1250,REPAIR,,
0.5,COIL MAKING,COIL LV,TRANSPOSE,1250,REPAIR,,
13.3,COIL MAKING,COIL HV,SHEET KONDUKTOR 1,1250,REPAIR,,
13.8,COIL MAKING,COIL HV,SHEET KONDUKTOR 2,1250,REPAIR,,
13.3,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,1250,REPAIR,,
13.3,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,1250,REPAIR,,
13.3,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 1,1250,REPAIR,,
13.3,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 2,1250,REPAIR,,
15.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 3,1250,REPAIR,,
18.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 4,1250,REPAIR,,
15.5,COIL MAKING,COIL HV,2 SECTION,1250,REPAIR,,
36,COIL MAKING,COIL HV,4 SECTION,1250,REPAIR,,
15.5,COIL MAKING,COIL HV,FR OLTC,1250,REPAIR,,
71.25,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 1,1250,REPAIR,,
82.5,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 2,1250,REPAIR,,
93.75,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 3,1250,REPAIR,,
105,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 4,1250,REPAIR,,
0.5,COIL MAKING,COIL HV,TRANSPOSE,1250,REPAIR,,
0.5,COIL MAKING,COIL HV,PRESS COIL,1250,REPAIR,,
18,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,WOUND-KOTAK,1250,REPAIR,,
6,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE YOKE ATAS,1250,REPAIR,,
12,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE TOTAL,1250,REPAIR,,
4,CONNECTION,CONNECTION,OFF-LOAD,1250,REPAIR,,
35,CONNECTION,CONNECTION,ON-LOAD,1250,REPAIR,,
16,CONNECTION,CONNECTION,CHANGE OVER BOARD,1250,REPAIR,,
34,CONNECTION,CONNECTION,DOUBLE TAP,1250,REPAIR,,
1,FINAL ASSEMBLY,HV CONNECTION,FLAT,1250,REPAIR,,
5,FINAL ASSEMBLY,HV CONNECTION,RAIL,1250,REPAIR,,
1,FINAL ASSEMBLY,HV CONNECTION,WIRE SOFT,1250,REPAIR,,
1,FINAL ASSEMBLY,LV CONNECTION,FLAT,1250,REPAIR,,
5,FINAL ASSEMBLY,LV CONNECTION,RAIL,1250,REPAIR,,
1,FINAL ASSEMBLY,LV CONNECTION,WIRE SOFT,1250,REPAIR,,
3,FINAL ASSEMBLY,FINAL ASSEMBLY,STANDARD,1250,REPAIR,,
5,FINAL ASSEMBLY,FINAL ASSEMBLY,NON-STANDARD,1250,REPAIR,,
1.5,FINAL ASSEMBLY,FINAL ASSEMBLY,PENGISIAN OLI,1250,REPAIR,,
3,FINAL ASSEMBLY,FINAL ASSEMBLY,RADIATOR VALVE,1250,REPAIR,,
7,FINAL ASSEMBLY,FINAL ASSEMBLY,SIDEWALL,1250,REPAIR,,
2,FINAL ASSEMBLY,FINAL ASSEMBLY,TAP CHANGER ROTARY,1250,REPAIR,,
8,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES PAD MOUNTED,1250,REPAIR,,
6,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES POLE MOUNTED,1250,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,RAPID PRESSURE RISE RELAY,1250,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,WINDING THERMOMETER,1250,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,DGPT C/W CONTROL BOX,1250,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,MEMBRAN SEPERATOR,1250,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIAL THERMOMETER,1250,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,OIL THERMOMETER,1250,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,BUCCHOLZ RELAY,1250,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ANTI VIBRATION,1250,REPAIR,,
28,FINISHING,ACCESSORIES TRAFO,OLTC,1250,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,MOLG,1250,REPAIR,,
0.5,FINISHING,ACCESSORIES TRAFO,PRD,1250,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,CONTROL VT,1250,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIFFERENTIAL VT,1250,REPAIR,,
14,FINISHING,ACCESSORIES TRAFO,FAN,1250,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,NGR,1250,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ARRESTER,1250,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,HEATER,1250,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,PT-100,1250,REPAIR,,
2,FINISHING,CABLE BOX,HV / LV,1250,REPAIR,,
4,FINISHING,CABLE BOX,HV + LV,1250,REPAIR,,
5,FINISHING,WIRING,STANDARD,1250,REPAIR,,
20,FINISHING,WIRING,NON-STANDARD,1250,REPAIR,,
3,FINISHING,COPPER LINK,HV / LV (STANDARD),1250,REPAIR,,
6,FINISHING,COPPER LINK,HV + LV (STANDARD),1250,REPAIR,,
14,FINISHING,COPPER LINK,HV / LV (NON-STANDARD),1250,REPAIR,,
28,FINISHING,COPPER LINK,HV /+ LV (NON STANDARD),1250,REPAIR,,
21,FINISHING,RADIATOR PANEL,BONGKAR,1250,REPAIR,,
21,FINISHING,RADIATOR PANEL,PASANG,1250,REPAIR,,
3,FINISHING,CONSERVATOR,BONGKAR,1250,REPAIR,,
3,FINISHING,CONSERVATOR,PASANG,1250,REPAIR,,
2.5,QC TEST,QC TEST,ROUTINE TEST,1250,REPAIR,,
12,QC TEST,QC TEST,LIGHTNING IMPULSE,1250,REPAIR,,
12,QC TEST,QC TEST,TEMPERATURE RISE,1250,REPAIR,,
1.5,QC TEST,QC TEST,TAN DELTA,1250,REPAIR,,
1.5,QC TEST,QC TEST,NOISE,1250,REPAIR,,
2.5,QC TEST,QC TEST,SFRA,1250,REPAIR,,
2,QC TEST,QC TEST,PD,1250,REPAIR,,
0.33,QC TEST,QC TEST,DGA,1250,REPAIR,,
1.75,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (BIASA),1300,REPAIR,,
2.75,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (STAINLESS),1300,REPAIR,,
2.75,BONGKAR,UNTANKING,ON COVER TYPE WELDED,1300,REPAIR,,
2.75,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (BIASA),1300,REPAIR,,
3,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (STAINLESS),1300,REPAIR,,
4,BONGKAR,UNTANKING,SIDE WALL STANDARDTYPE WELDED,1300,REPAIR,,
3.75,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (BIASA),1300,REPAIR,,
4.75,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (STAINLESS),1300,REPAIR,,
3.75,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE WELDED,1300,REPAIR,,
0.5,BONGKAR,CONSERVATOR,CONSERVATOR,1300,REPAIR,,
1,BONGKAR,CABLE BOX,CABLE BOX HV,1300,REPAIR,,
1,BONGKAR,CABLE BOX,CABLE BOX LV,1300,REPAIR,,
1.5,BONGKAR,CABLE BOX,CABLE BOX HV-LV,1300,REPAIR,,
1.5,BONGKAR,RADIATOR PANEL,RADIATOR S/D 4 SUSUN,1300,REPAIR,,
3,BONGKAR,RADIATOR PANEL,RADIATOR S/D 8 SUSUN,1300,REPAIR,,
0.45,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING HV,1300,REPAIR,,
1,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING LV,1300,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,OIL LEVEL INDICATOR,1300,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,BUCHHOLZ RELAY,1300,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,PRESSURE RELIEF DEVICE,1300,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,WINDING THERMOMETER,1300,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,THERMOMETER,1300,REPAIR,,
2,BONGKAR,ACCESSORIES / PROTEKSI,OLTC,1300,REPAIR,,
1,BONGKAR,ACCESSORIES / PROTEKSI,MOTOR DRIVE,1300,REPAIR,,
1,BONGKAR,CORE,ANGKAT COIL YOKE CORE ATAS,1300,REPAIR,,
4,BONGKAR,CORE,ANGKAT COIL BONGKAR TOTAL,1300,REPAIR,,
0,BONGKAR,CORE,ANGKAT COIL WOUND,1300,REPAIR,,
4.5,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,1300,REPAIR,,
5,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,1300,REPAIR,,
17,COIL MAKING,COIL LV,SHEET KONDUKTOR (2 SECTION),1300,REPAIR,,
15.8,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,1300,REPAIR,,
18,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 2,1300,REPAIR,,
21,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 3,1300,REPAIR,,
25.5,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 4,1300,REPAIR,,
37.5,COIL MAKING,COIL LV,FLAT HELICAL,1300,REPAIR,,
71.25,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 1,1300,REPAIR,,
82.5,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 2,1300,REPAIR,,
93.75,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 3,1300,REPAIR,,
105,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 4,1300,REPAIR,,
0.75,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),1300,REPAIR,,
3,COIL MAKING,COIL LV,GROUNDSHIELD,1300,REPAIR,,
0.5,COIL MAKING,COIL LV,TRANSPOSE,1300,REPAIR,,
15.5,COIL MAKING,COIL HV,SHEET KONDUKTOR 1,1300,REPAIR,,
16,COIL MAKING,COIL HV,SHEET KONDUKTOR 2,1300,REPAIR,,
15.5,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,1300,REPAIR,,
15.5,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,1300,REPAIR,,
15.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 1,1300,REPAIR,,
15.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 2,1300,REPAIR,,
18.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 3,1300,REPAIR,,
23,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 4,1300,REPAIR,,
15.5,COIL MAKING,COIL HV,2 SECTION,1300,REPAIR,,
36,COIL MAKING,COIL HV,4 SECTION,1300,REPAIR,,
15.5,COIL MAKING,COIL HV,FR OLTC,1300,REPAIR,,
71.25,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 1,1300,REPAIR,,
82.5,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 2,1300,REPAIR,,
93.75,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 3,1300,REPAIR,,
105,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 4,1300,REPAIR,,
0.5,COIL MAKING,COIL HV,TRANSPOSE,1300,REPAIR,,
0.5,COIL MAKING,COIL HV,PRESS COIL,1300,REPAIR,,
18,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,WOUND-KOTAK,1300,REPAIR,,
6,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE YOKE ATAS,1300,REPAIR,,
13.5,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE TOTAL,1300,REPAIR,,
5,CONNECTION,CONNECTION,OFF-LOAD,1300,REPAIR,,
35,CONNECTION,CONNECTION,ON-LOAD,1300,REPAIR,,
16,CONNECTION,CONNECTION,CHANGE OVER BOARD,1300,REPAIR,,
34,CONNECTION,CONNECTION,DOUBLE TAP,1300,REPAIR,,
1,FINAL ASSEMBLY,HV CONNECTION,FLAT,1300,REPAIR,,
5,FINAL ASSEMBLY,HV CONNECTION,RAIL,1300,REPAIR,,
1,FINAL ASSEMBLY,HV CONNECTION,WIRE SOFT,1300,REPAIR,,
1,FINAL ASSEMBLY,LV CONNECTION,FLAT,1300,REPAIR,,
5,FINAL ASSEMBLY,LV CONNECTION,RAIL,1300,REPAIR,,
1,FINAL ASSEMBLY,LV CONNECTION,WIRE SOFT,1300,REPAIR,,
5,FINAL ASSEMBLY,FINAL ASSEMBLY,STANDARD,1300,REPAIR,,
6,FINAL ASSEMBLY,FINAL ASSEMBLY,NON-STANDARD,1300,REPAIR,,
1.5,FINAL ASSEMBLY,FINAL ASSEMBLY,PENGISIAN OLI,1300,REPAIR,,
3,FINAL ASSEMBLY,FINAL ASSEMBLY,RADIATOR VALVE,1300,REPAIR,,
7,FINAL ASSEMBLY,FINAL ASSEMBLY,SIDEWALL,1300,REPAIR,,
2,FINAL ASSEMBLY,FINAL ASSEMBLY,TAP CHANGER ROTARY,1300,REPAIR,,
9,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES PAD MOUNTED,1300,REPAIR,,
7,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES POLE MOUNTED,1300,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,RAPID PRESSURE RISE RELAY,1300,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,WINDING THERMOMETER,1300,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,DGPT C/W CONTROL BOX,1300,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,MEMBRAN SEPERATOR,1300,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIAL THERMOMETER,1300,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,OIL THERMOMETER,1300,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,BUCCHOLZ RELAY,1300,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ANTI VIBRATION,1300,REPAIR,,
28,FINISHING,ACCESSORIES TRAFO,OLTC,1300,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,MOLG,1300,REPAIR,,
0.5,FINISHING,ACCESSORIES TRAFO,PRD,1300,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,CONTROL VT,1300,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIFFERENTIAL VT,1300,REPAIR,,
14,FINISHING,ACCESSORIES TRAFO,FAN,1300,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,NGR,1300,REPAIR,,
